index,string,CC,D,Y
331,1805,0,0,5
332,1805,0,0,5
333,1805,0,0,5
334,1812,0,1,2
335,1811,0,1,1
336,1811,0,1,1
337,1805,0,0,5
338,1805,0,0,5
339,1805,0,0,5
340,1805,0,0,5
341,1805,0,0,5
342,1805,0,0,5
343,1805,0,0,5
344,1805,0,0,5
345,1805,0,0,5
346,1805,0,0,5
347,1805,0,0,5
348,1805,0,0,5
349,1805,0,0,5
350,1805,0,0,5
351,1805,0,0,5
352,1806,0,0,6
353,1806,0,0,6
354,1806,0,0,6
355,1806,0,0,6
356,1806,0,0,6
357,1812,0,1,2
358,1806,0,0,6
359,1806,0,0,6
360,1806,0,0,6
361,1806,0,0,6
362,1806,0,0,6
363,1806,0,0,6
364,1806,0,0,6
365,1806,0,0,6
366,1806,0,0,6
367,1807,0,0,7
368,1807,0,0,7
369,1807,0,0,7
370,1807,0,0,7
371,1807,0,0,7
372,1807,0,0,7
373,1807,0,0,7
374,1807,0,0,7
375,1807,0,0,7
376,1807,0,0,7
377,1807,0,0,7
378,1812,0,1,2
379,1812,0,1,2
380,1807,0,0,7
381,1807,0,0,7
382,1807,0,0,7
383,1807,0,0,7
384,1807,0,0,7
385,1807,0,0,7
386,1808,0,0,8
387,1808,0,0,8
388,1808,0,0,8
389,1808,0,0,8
390,1808,0,0,8
391,1808,0,0,8
392,1808,0,0,8
393,1808,0,0,8
394,1808,0,0,8
395,1808,0,0,8
396,1808,0,0,8
397,1808,0,0,8
398,1809,0,0,9
399,1809,0,0,9
400,1813,0,1,3
401,1812,0,1,2
402,1813,0,1,3
403,1809,0,0,9
404,1809,0,0,9
405,1809,0,0,9
406,1809,0,0,9
407,1809,0,0,9
408,1809,0,0,9
409,1809,0,0,9
410,1809,0,0,9
411,1809,0,0,9
412,1809,0,0,9
413,1809,0,0,9
414,1810,0,1,0
415,1810,0,1,0
416,1810,0,1,0
417,1810,0,1,0
418,1810,0,1,0
419,1810,0,1,0
420,1810,0,1,0
421,1810,0,1,0
422,1810,0,1,0
423,1813,0,1,3
424,1814,0,1,4
425,1810,0,1,0
426,1810,0,1,0
427,1810,0,1,0
428,1810,0,1,0
429,1810,0,1,0
430,1810,0,1,0
431,1810,0,1,0
432,1811,0,1,1
433,1811,0,1,1
434,1811,0,1,1
435,1811,0,1,1
436,1811,0,1,1
437,1811,0,1,1
438,1811,0,1,1
439,1811,0,1,1
440,1811,0,1,1
441,1811,0,1,1
442,1811,0,1,1
443,1811,0,1,1
444,1811,0,1,1
445,1814,0,1,4
446,1815,0,1,5
447,1815,0,1,5
448,1814,0,1,4
449,1815,0,1,5
450,1811,0,1,1
451,1811,0,1,1
452,1811,0,1,1
453,1812,0,1,2
454,1812,0,1,2
455,1812,0,1,2
456,1812,0,1,2
457,1812,0,1,2
458,1812,0,1,2
459,1812,0,1,2
460,1812,0,1,2
461,1812,0,1,2
462,1812,0,1,2
463,1812,0,1,2
464,1812,0,1,2
465,1812,0,1,2
466,1812,0,1,2
467,1812,0,1,2
468,1812,0,1,2
469,1812,0,1,2
470,1815,0,1,5
471,1813,0,1,3
472,1813,0,1,3
473,1813,0,1,3
474,1813,0,1,3
475,1813,0,1,3
476,1813,0,1,3
477,1813,0,1,3
478,1813,0,1,3
479,1813,0,1,3
480,1813,0,1,3
481,1813,0,1,3
482,1813,0,1,3
483,1813,0,1,3
484,1813,0,1,3
485,1813,0,1,3
486,1814,0,1,4
487,1814,0,1,4
488,1814,0,1,4
489,1814,0,1,4
490,1814,0,1,4
491,1824,0,2,4
492,1823,0,2,3
493,1824,0,2,4
494,1815,0,1,5
495,1814,0,1,4
496,1814,0,1,4
497,1814,0,1,4
498,1814,0,1,4
499,1814,0,1,4
500,1814,0,1,4
501,1814,0,1,4
502,1815,0,1,5
503,1815,0,1,5
504,1815,0,1,5
505,1815,0,1,5
506,1815,0,1,5
507,1815,0,1,5
508,1815,0,1,5
509,1815,0,1,5
510,1815,0,1,5
511,1815,0,1,5
512,1815,0,1,5
513,1815,0,1,5
514,1815,0,1,5
515,1816,0,1,6
516,1816,0,1,6
517,1816,0,1,6
518,1816,0,1,6
519,1816,0,1,6
520,1816,0,1,6
521,1816,0,1,6
522,1816,0,1,6
523,1816,0,1,6
524,1816,0,1,6
525,1816,0,1,6
526,1816,0,1,6
527,1816,0,1,6
528,1816,0,1,6
529,1816,0,1,6
530,1816,0,1,6
531,1817,0,1,7
532,1817,0,1,7
533,1817,0,1,7
534,1817,0,1,7
535,1816,0,1,6
536,1816,0,1,6
537,18,1,10,10
538,1817,0,1,7
539,1817,0,1,7
540,1817,0,1,7
541,1817,0,1,7
542,1817,0,1,7
543,1817,0,1,7
544,1817,0,1,7
545,1817,0,1,7
546,1817,0,1,7
547,1817,0,1,7
548,1818,0,1,8
549,1818,0,1,8
550,1818,0,1,8
551,1818,0,1,8
552,1818,0,1,8
553,1818,0,1,8
554,1818,0,1,8
555,1818,0,1,8
556,1818,0,1,8
557,1818,0,1,8
558,1817,0,1,7
559,1816,0,1,6
560,1816,0,1,6
561,26,1,10,10
562,35,1,10,10
563,1818,0,1,8
564,1818,0,1,8
565,1818,0,1,8
566,1819,0,1,9
567,1819,0,1,9
568,1819,0,1,9
569,1819,0,1,9
570,1819,0,1,9
571,1819,0,1,9
572,1819,0,1,9
573,1819,0,1,9
574,1819,0,1,9
575,1819,0,1,9
576,1819,0,1,9
577,1819,0,1,9
578,1819,0,1,9
579,1819,0,1,9
580,1819,0,1,9
581,1819,0,1,9
582,1819,0,1,9
583,1820,0,2,0
584,1817,0,1,7
585,223,1,10,10
586,16,1,10,10
587,15,1,10,10
588,1820,0,2,0
589,1820,0,2,0
590,1820,0,2,0
591,1820,0,2,0
592,1820,0,2,0
593,1820,0,2,0
594,1820,0,2,0
595,1820,0,2,0
596,1820,0,2,0
597,1820,0,2,0
598,1820,0,2,0
599,1820,0,2,0
600,1820,0,2,0
601,1820,0,2,0
602,1821,0,2,1
603,1821,0,2,1
604,1821,0,2,1
605,1821,0,2,1
606,1821,0,2,1
607,1821,0,2,1
608,1817,0,1,7
609,1817,0,1,7
610,1821,0,2,1
611,1821,0,2,1
612,1821,0,2,1
613,1821,0,2,1
614,1821,0,2,1
615,1821,0,2,1
616,1821,0,2,1
617,1821,0,2,1
618,1822,0,2,2
619,1822,0,2,2
620,1822,0,2,2
621,1822,0,2,2
622,1822,0,2,2
623,1822,0,2,2
624,1822,0,2,2
625,1822,0,2,2
626,1822,0,2,2
627,1822,0,2,2
628,1822,0,2,2
629,1818,0,1,8
630,1822,0,2,2
631,1822,0,2,2
632,1822,0,2,2
633,1823,0,2,3
634,1823,0,2,3
635,1823,0,2,3
636,1823,0,2,3
637,1823,0,2,3
638,1823,0,2,3
639,1823,0,2,3
640,1823,0,2,3
641,1823,0,2,3
642,1823,0,2,3
643,1823,0,2,3
644,1823,0,2,3
645,1823,0,2,3
646,1823,0,2,3
647,1823,0,2,3
648,1823,0,2,3
649,1824,0,2,4
650,1818,0,1,8
651,30,1,10,10
652,31,1,10,10
653,33,1,10,10
654,34,1,10,10
655,35,1,10,10
656,22,1,10,10
657,1824,0,2,4
658,1824,0,2,4
659,1824,0,2,4
660,1824,0,2,4
661,1824,0,2,4
662,1824,0,2,4
663,1824,0,2,4
664,1824,0,2,4
665,1824,0,2,4
666,1824,0,2,4
667,1824,0,2,4
668,1825,0,2,5
669,1825,0,2,5
670,1825,0,2,5
671,1825,0,2,5
672,1825,0,2,5
673,1825,0,2,5
674,1825,0,2,5
675,1825,0,2,5
676,1825,0,2,5
677,1819,0,1,9
678,1818,0,1,8
679,1819,0,1,9
680,1825,0,2,5
681,1825,0,2,5
682,1825,0,2,5
683,1825,0,2,5
684,1825,0,2,5
685,1825,0,2,5
686,1825,0,2,5
687,1825,0,2,5
688,1825,0,2,5
689,1826,0,2,6
690,1826,0,2,6
691,1826,0,2,6
692,1826,0,2,6
693,1826,0,2,6
694,1826,0,2,6
695,1826,0,2,6
696,1826,0,2,6
697,1826,0,2,6
698,1826,0,2,6
699,1826,0,2,6
700,1819,0,1,9
701,1819,0,1,9
702,1826,0,2,6
703,1826,0,2,6
704,1826,0,2,6
705,1826,0,2,6
706,1826,0,2,6
707,1826,0,2,6
708,1826,0,2,6
709,1800,0,0,0
710,1800,0,0,0
711,1800,0,0,0
712,1800,0,0,0
713,1800,0,0,0
714,1800,0,0,0
715,1800,0,0,0
716,1800,0,0,0
717,1800,0,0,0
718,1800,0,0,0
719,1800,0,0,0
720,1800,0,0,0
721,1824,0,2,4
722,1824,0,2,4
723,1414,1,1,4
724,15,1,10,10
725,17,1,10,10
726,18,1,10,10
727,1820,0,2,0
728,1819,0,1,9
729,1801,0,0,1
730,1801,0,0,1
731,1801,0,0,1
732,1801,0,0,1
733,1801,0,0,1
734,1801,0,0,1
735,1801,0,0,1
736,1801,0,0,1
737,1801,0,0,1
738,1801,0,0,1
739,1802,0,0,2
740,1801,0,0,1
741,1802,0,0,2
742,1802,0,0,2
743,1802,0,0,2
744,1802,0,0,2
745,1802,0,0,2
746,1802,0,0,2
747,1802,0,0,2
748,1802,0,0,2
749,1820,0,2,0
750,1820,0,2,0
751,1802,0,0,2
752,1802,0,0,2
753,1802,0,0,2
754,1803,0,0,3
755,1803,0,0,3
756,1803,0,0,3
757,1803,0,0,3
758,1803,0,0,3
759,1803,0,0,3
760,1803,0,0,3
761,1803,0,0,3
762,1803,0,0,3
763,1803,0,0,3
764,1803,0,0,3
765,1803,0,0,3
766,1803,0,0,3
767,1803,0,0,3
768,1803,0,0,3
769,1804,0,0,4
770,1803,0,0,3
771,1820,0,2,0
772,1820,0,2,0
773,1804,0,0,4
774,1804,0,0,4
775,1804,0,0,4
776,1804,0,0,4
777,1828,0,2,8
778,1827,0,2,7
779,1828,0,2,8
780,1828,0,2,8
781,1828,0,2,8
782,1828,0,2,8
783,1828,0,2,8
784,1828,0,2,8
785,1828,0,2,8
786,1828,0,2,8
787,1828,0,2,8
788,1828,0,2,8
789,1828,0,2,8
790,1828,0,2,8
791,1828,0,2,8
792,1820,0,2,0
793,1820,0,2,0
794,1829,0,2,9
795,1829,0,2,9
796,1829,0,2,9
797,1829,0,2,9
798,1829,0,2,9
799,1829,0,2,9
800,1829,0,2,9
801,1829,0,2,9
802,1829,0,2,9
803,1829,0,2,9
804,1829,0,2,9
805,1829,0,2,9
806,1829,0,2,9
807,1829,0,2,9
808,1829,0,2,9
809,1829,0,2,9
810,1829,0,2,9
811,1830,0,3,0
812,1830,0,3,0
813,1821,0,2,1
814,1821,0,2,1
815,1830,0,3,0
816,1830,0,3,0
817,1830,0,3,0
818,1830,0,3,0
819,1830,0,3,0
820,1830,0,3,0
821,1830,0,3,0
822,1830,0,3,0
823,1830,0,3,0
824,1830,0,3,0
825,1831,0,3,1
826,1830,0,3,0
827,1831,0,3,1
828,1831,0,3,1
829,1831,0,3,1
830,1831,0,3,1
831,1831,0,3,1
832,1831,0,3,1
833,1831,0,3,1
834,1831,0,3,1
835,1831,0,3,1
836,1831,0,3,1
837,1831,0,3,1
838,1831,0,3,1
839,1832,0,3,2
840,1827,0,2,7
841,1832,0,3,2
842,1832,0,3,2
843,1832,0,3,2
844,1832,0,3,2
845,1832,0,3,2
846,1832,0,3,2
847,1832,0,3,2
848,1832,0,3,2
849,1832,0,3,2
850,1832,0,3,2
851,1833,0,3,3
852,1833,0,3,3
853,1833,0,3,3
854,1833,0,3,3
855,1821,0,2,1
856,1821,0,2,1
857,1833,0,3,3
858,1833,0,3,3
859,1833,0,3,3
860,1833,0,3,3
861,1833,0,3,3
862,1833,0,3,3
863,1827,0,2,7
864,1827,0,2,7
865,1834,0,3,4
866,1833,0,3,3
867,1834,0,3,4
868,1834,0,3,4
869,1834,0,3,4
870,1834,0,3,4
871,1834,0,3,4
872,1834,0,3,4
873,1834,0,3,4
874,1834,0,3,4
875,1834,0,3,4
876,1834,0,3,4
877,1822,0,2,2
878,1834,0,3,4
879,1834,0,3,4
880,1835,0,3,5
881,1834,0,3,4
882,1835,0,3,5
883,1835,0,3,5
884,1835,0,3,5
885,1835,0,3,5
886,1827,0,2,7
887,1827,0,2,7
888,1835,0,3,5
889,1835,0,3,5
890,1835,0,3,5
891,1835,0,3,5
892,1835,0,3,5
893,1835,0,3,5
894,1835,0,3,5
895,1835,0,3,5
896,1836,0,3,6
897,1836,0,3,6
898,1823,0,2,3
899,1823,0,2,3
900,1822,0,2,2
901,1823,0,2,3
902,1836,0,3,6
903,1836,0,3,6
904,1836,0,3,6
905,1836,0,3,6
906,1836,0,3,6
907,1836,0,3,6
908,1836,0,3,6
909,1836,0,3,6
910,1837,0,3,7
911,1836,0,3,6
912,1827,0,2,7
913,1827,0,2,7
914,1837,0,3,7
915,1837,0,3,7
916,1837,0,3,7
917,1837,0,3,7
918,1837,0,3,7
919,1837,0,3,7
920,1837,0,3,7
921,1837,0,3,7
922,1823,0,2,3
923,1837,0,3,7
924,1837,0,3,7
925,1838,0,3,8
926,1838,0,3,8
927,1838,0,3,8
928,1838,0,3,8
929,1838,0,3,8
930,1838,0,3,8
931,1838,0,3,8
932,1838,0,3,8
933,1838,0,3,8
934,1838,0,3,8
935,1827,0,2,7
936,1827,0,2,7
937,1838,0,3,8
938,1838,0,3,8
939,1839,0,3,9
940,1838,0,3,8
941,1839,0,3,9
942,1839,0,3,9
943,1824,0,2,4
944,1824,0,2,4
945,29,1,10,10
946,30,1,10,10
947,31,1,10,10
948,32,1,10,10
949,33,1,10,10
950,34,1,10,10
951,35,1,10,10
952,1823,0,2,3
953,1839,0,3,9
954,1839,0,3,9
955,1839,0,3,9
956,1839,0,3,9
957,1839,0,3,9
958,1840,0,4,0
959,1840,0,4,0
960,1840,0,4,0
961,1827,0,2,7
962,1827,0,2,7
963,1840,0,4,0
964,1840,0,4,0
965,1824,0,2,4
966,1824,0,2,4
967,1823,0,2,3
968,1840,0,4,0
969,1840,0,4,0
970,1840,0,4,0
971,1840,0,4,0
972,1840,0,4,0
973,1840,0,4,0
974,1840,0,4,0
975,1799,1,9,9
976,1800,0,0,0
977,1800,0,0,0
978,1800,0,0,0
979,1800,0,0,0
980,1800,0,0,0
981,1800,0,0,0
982,1800,0,0,0
983,1800,0,0,0
984,1800,0,0,0
985,1801,0,0,1
986,1800,0,0,0
987,1824,0,2,4
988,1801,0,0,1
989,1801,0,0,1
990,1801,0,0,1
991,1801,0,0,1
992,1801,0,0,1
993,1801,0,0,1
994,1802,0,0,2
995,1801,0,0,1
996,1802,0,0,2
997,1802,0,0,2
998,1802,0,0,2
999,1802,0,0,2
1000,1802,0,0,2
1001,1802,0,0,2
1002,1802,0,0,2
1003,1802,0,0,2
1004,1803,0,0,3
1005,1803,0,0,3
1006,1803,0,0,3
1007,1803,0,0,3
1008,1831,0,3,1
1009,132,1,10,10
1010,1831,0,3,1
1011,1803,0,0,3
1012,1803,0,0,3
1013,1803,0,0,3
1014,1803,0,0,3
1015,1804,0,0,4
1016,1804,0,0,4
1017,1804,0,0,4
1018,1804,0,0,4
1019,1804,0,0,4
1020,1804,0,0,4
1021,1804,0,0,4
1022,1804,0,0,4
1023,1805,0,0,5
1024,1805,0,0,5
1025,1805,0,0,5
1026,1805,0,0,5
1027,1805,0,0,5
1028,1805,0,0,5
1029,1832,0,3,2
1030,1831,0,3,1
1031,1832,0,3,2
1032,1806,0,0,6
1033,1806,0,0,6
1034,1806,0,0,6
1035,1806,0,0,6
1036,1806,0,0,6
1037,1806,0,0,6
1038,1809,0,0,9
1039,1809,0,0,9
1040,1825,0,2,5
1041,1824,0,2,4
1042,1825,0,2,5
1043,1825,0,2,5
1044,1825,0,2,5
1045,1825,0,2,5
1046,1825,0,2,5
1047,1825,0,2,5
1048,1825,0,2,5
1049,1825,0,2,5
1050,1832,0,3,2
1051,1832,0,3,2
1052,1825,0,2,5
1053,1825,0,2,5
1054,1826,0,2,6
1055,1825,0,2,5
1056,1826,0,2,6
1057,1826,0,2,6
1058,1826,0,2,6
1059,1826,0,2,6
1060,1826,0,2,6
1061,1809,0,0,9
1062,1809,0,0,9
1063,1826,0,2,6
1064,1826,0,2,6
1065,1826,0,2,6
1066,1826,0,2,6
1067,1826,0,2,6
1068,1826,0,2,6
1069,1826,0,2,6
1070,1826,0,2,6
1071,1832,0,3,2
1072,1833,0,3,3
1073,1833,0,3,3
1074,1827,0,2,7
1075,1826,0,2,6
1076,1827,0,2,7
1077,1827,0,2,7
1078,1827,0,2,7
1079,1827,0,2,7
1080,1827,0,2,7
1081,1827,0,2,7
1082,1827,0,2,7
1083,1827,0,2,7
1084,1827,0,2,7
1085,1827,0,2,7
1086,1810,0,1,0
1087,1809,0,0,9
1088,1809,0,0,9
1089,1827,0,2,7
1090,1827,0,2,7
1091,1827,0,2,7
1092,1827,0,2,7
1093,1827,0,2,7
1094,1827,0,2,7
1095,1833,0,3,3
1096,1833,0,3,3
1097,1828,0,2,8
1098,1827,0,2,7
1099,1828,0,2,8
1100,1828,0,2,8
1101,1828,0,2,8
1102,1828,0,2,8
1103,1828,0,2,8
1104,1828,0,2,8
1105,1828,0,2,8
1106,1828,0,2,8
1107,1828,0,2,8
1108,1828,0,2,8
1109,1828,0,2,8
1110,1828,0,2,8
1111,1810,0,1,0
1112,1810,0,1,0
1113,1810,0,1,0
1114,1828,0,2,8
1115,1828,0,2,8
1116,1828,0,2,8
1117,1833,0,3,3
1118,1834,0,3,4
1119,1833,0,3,3
1120,1829,0,2,9
1121,1828,0,2,8
1122,1829,0,2,9
1123,1829,0,2,9
1124,1829,0,2,9
1125,1829,0,2,9
1126,1829,0,2,9
1127,1829,0,2,9
1128,1829,0,2,9
1129,1829,0,2,9
1130,1829,0,2,9
1131,1829,0,2,9
1132,1829,0,2,9
1133,1829,0,2,9
1134,1829,0,2,9
1135,1829,0,2,9
1136,1810,0,1,0
1137,1810,0,1,0
1138,1829,0,2,9
1139,1829,0,2,9
1140,1834,0,3,4
1141,1834,0,3,4
1142,1830,0,3,0
1143,1829,0,2,9
1144,1830,0,3,0
1145,1830,0,3,0
1146,1830,0,3,0
1147,1830,0,3,0
1148,1830,0,3,0
1149,1830,0,3,0
1150,1830,0,3,0
1151,1830,0,3,0
1152,1830,0,3,0
1153,1830,0,3,0
1154,1830,0,3,0
1155,1830,0,3,0
1156,1830,0,3,0
1157,1830,0,3,0
1158,1830,0,3,0
1159,1830,0,3,0
1160,1811,0,1,1
1161,1810,0,1,0
1162,1810,0,1,0
1163,1824,0,2,4
1164,1824,0,2,4
1165,45,1,10,10
1166,48,1,10,10
1167,49,1,10,10
1168,50,1,10,10
1169,51,1,10,10
1170,1834,0,3,4
1171,1834,0,3,4
1172,1835,0,3,5
1173,1835,0,3,5
1174,1831,0,3,1
1175,1830,0,3,0
1176,1831,0,3,1
1177,1831,0,3,1
1178,1831,0,3,1
1179,1831,0,3,1
1180,1831,0,3,1
1181,1831,0,3,1
1182,1831,0,3,1
1183,1831,0,3,1
1184,1831,0,3,1
1185,1831,0,3,1
1186,1831,0,3,1
1187,1831,0,3,1
1188,1831,0,3,1
1189,1831,0,3,1
1190,1831,0,3,1
1191,1831,0,3,1
1192,1832,0,3,2
1193,1831,0,3,1
1194,1835,0,3,5
1195,1835,0,3,5
1196,1811,0,1,1
1197,1811,0,1,1
1198,1832,0,3,2
1199,1832,0,3,2
1200,1832,0,3,2
1201,1832,0,3,2
1202,1832,0,3,2
1203,1832,0,3,2
1204,1832,0,3,2
1205,1832,0,3,2
1206,1832,0,3,2
1207,1832,0,3,2
1208,1832,0,3,2
1209,1832,0,3,2
1210,1832,0,3,2
1211,1832,0,3,2
1212,1832,0,3,2
1213,1832,0,3,2
1214,1832,0,3,2
1215,1832,0,3,2
1216,1836,0,3,6
1217,1835,0,3,5
1218,1835,0,3,5
1219,1833,0,3,3
1220,1833,0,3,3
1221,1811,0,1,1
1222,1811,0,1,1
1223,1833,0,3,3
1224,1833,0,3,3
1225,1833,0,3,3
1226,1833,0,3,3
1227,1833,0,3,3
1228,1833,0,3,3
1229,1833,0,3,3
1230,1833,0,3,3
1231,1833,0,3,3
1232,1833,0,3,3
1233,1833,0,3,3
1234,1833,0,3,3
1235,1833,0,3,3
1236,1833,0,3,3
1237,1834,0,3,4
1238,1833,0,3,3
1239,1836,0,3,6
1240,1834,0,3,4
1241,1834,0,3,4
1242,1834,0,3,4
1243,1834,0,3,4
1244,1811,0,1,1
1245,1811,0,1,1
1246,1834,0,3,4
1247,1834,0,3,4
1248,1834,0,3,4
1249,1834,0,3,4
1250,1834,0,3,4
